,Sentence,label_word,label
15350,오늘 병원을 갔다 왔더니 딸이 미역국을 끓여 줬는데 맛있었어,긍정,0
15351,역대급 노잼이 였다시 참 할거면 마이크 문방구 3천원 짜리말고 좀 좋은 거 장만 해서 말좀 쳐 해라 개 답답하네 급식들,욕설,2
15352,애들 다 직장 나가고 남편 회사 나가고 나 혼자 텅 빈 집에 있는데 갑자기 외로운 생각이 드는거야 눈물도 나고,부정,1
15353,누님 노래 진짜루 좋습니다  이쁘고 피부도 엄청 좋으시고 노래도 루 좋아요 이 노래만 거의 40번째  홍진영누나 짱  홍진영 누님 남궁민하고 결혼 하길 바랍니다  어울리고 좋아요 ,긍정,0
15354,세금 내놓으라고 데모 질 중  간첩 도둑 놈 새끼들이 대통령 해처 먹으니까 나도 같이 해먹자며 나라 전체에 도둑 놈만 득실 거림  품종도 도둑질 하는 조센진들,욕설,2
15355,노래 좋아요 ,긍정,0
15356,회사에서 우리 팀이 최근에 실적이 부족해서 상사에게 눈치가 보여,부정,1
15357,허 팝님 잘 하셨어요,긍정,0
15358,마음속으로 몰래 좋아하던 그녀가 처음으로 나에게 먼저 놀러 가자며 말을 걸어왔어,긍정,0
15359,좋아요 ,긍정,0
15360,고생 했어요 많이 힘들었죠 전 응원 합니다 힘내세요,긍정,0
15361,허리 디스크 수술로 몸을 내 마음대로 움직일 수도 없어서 서러워,부정,1
15362,틀린말은 아닌데 너 같은 생각 가지고 외교 하다가는 나라 말아 먹는다,욕설,2
15363,회사 은퇴하고 창업한 사업이 망해 버렸어 오랜 세월 하도 고생을 해서 관절도 다 상 했어,부정,1
15364,티원 존경 스럽고 자랑스럽고 좋다,긍정,0
15365,전세계 어디도 저렇게 돈 많이 들어가서 적자 보는 의료 시스템은 없음 고로 이국 종 또 라이,욕설,2
15366,백내장 때문에 모임에서 선글라스를 벗지 않으려고 해 사람들이 나를 쳐다보면 부끄러울 것 같아,부정,1
15367,지금 나에게 딱 맞는 노래,긍정,0
15368,자꾸 살이 쪄서 뚱뚱해진 남자친구와의 스킨십이 끔찍해,부정,1
15369,퇴근 하는데 막내 아들이 놀이터에서 길 고양이를 괴롭히고 있는 모습에 놀랐어,부정,1
15370,별 이유 없이 무릎이 부어서 아픈데 병원에 갈 돈이 없어,부정,1
15371,피해 의식 개쩌네 미친 새끼,욕설,2
15372,오래 좋다아,긍정,0
15373,지금 누군가 짝사랑 하는 사람들이 들으면 폭풍 오열 할듯 결혼한 나도 노래 들으니 신랑이랑 연애 시절 생각난당 ,긍정,0
15374,특별 보너스 지급이 취소 됐어,부정,1
15375,맡은 업무가 지금까지는 완벽하게 처리 된 것 같아,긍정,0
15376,판사도 가해자도 다 똑같은 것들,욕설,2
15377,사진 찍는 놈들은 사진을 찍을게 아니라 못 먹게 말렸어야지 그리고 먹을걸 나눠 줬어야지,욕설,2
15378,병신들이 아주 수 용소를 차렸구나,욕설,2
15379,시아버지한테 며느리는 얼마나 불편한 사이인데 시아버지가 정신병 있지 않은 이상 며느리 머리 채 잡는게 말이 돼 얼마나 며느리가 막장 이었으면 시아버지가 며느리 머리 채를 잡겠냐,욕설,2
15380,요즘 아내가 내게 매일 잔소리만 하고 화만 내 나도 조금 짜증이 나려고 하네,부정,1
15381, 시 급제 장기매매 씨발  ,욕설,2
15382,복싱에선 여태 일본이 많이 쳐 발렸다,욕설,2
15383,회식 때 얼굴 붉은 기만 가라앉히려고 나갔다 왔는데 아무도 없어서 당황 스러워,부정,1
15384,왠지 약간 눈물이 핑 나라를 사랑 하는 마음 뭉클하네요 저런 어른이 되고 싶어요 대한민국 사랑 합니다,긍정,0
15385,그 할아버지에게 술을 많이 마시면 건강해진다고 했어,부정,1
15386,씨팔 죽어라 좀 쓰레기 새끼,욕설,2
15387,은퇴하고 몸이 아픈데 돈이 없어,부정,1
15388,올해 최고의 드라마는 아직까지 그해 우리는 이지,긍정,0
15389,내가 좋아하는 노래들 다 불러 주시네  감사합니다 ,긍정,0
15390,나를 괴롭힌 친구들이 갑자기 웃으면서 말을 거는 데 불안했어,부정,1
15391,돈이라도 많다면 우리를 사람들이 이렇게까지 부정적으로 바라보지는 않을 것 같아,부정,1
15392,우리 팀 대리가 회의 시간에 유라 씨한테 성희롱과 비슷한 농담을 했어,부정,1
15393,나 의사 선생님께 칭찬 받았어,긍정,0
15394,선생님은 내가 용기를 내서 얘기를 해도 무시를 하셔 화가 나,부정,1
15395,아 거위 귀엽다 ,긍정,0
15396,나아 이후 아이유의 숨 찐아 팬 중 일인 입니다 특히 문신 없어 좋고 성형 안해 좋습니다 항상 응원 합니다 화이팅,긍정,0
15397,역시 허 팝 클라스 오진다,긍정,0
15398,자녀들이 손자를 봐 달라고 자꾸 조르네,부정,1
15399,개 꿀이라는데 친구 두 놈 9 급충임,욕설,2
15400,이건 굉장하다  그 말밖에 안 나옴 이게 능력이 있는 사람이 자신의 능력을 보여주는 부분 아닌가요 멋있습니다,긍정,0
15401,제가 제일 좋아하는 노랜데 커버 해 두셔서 감사해요  이 노래랑 제 상황이 똑같았던 적이 있었어서 더 감정이입이 더 잘 되는것 같 애요 ,긍정,0
15402,조 센도 만만 찮아 얼마 전에 일 가족 모두가 보험 사기 쳐 보험금 6억 을삥땅한 일도 있었는 데 저건 암 껏도 아님 보험사 기를 중형으로 다스리는 선진국에 비해 솜방망이만 휘두르는 개판 判 부터 조져야 함,욕설,2
15403,걍 찐 따면 주제 파악하고 시청이나 하지 방송 유튜브 둘다 쳐 망치네,욕설,2
15404,부들부들,욕설,2
15405,홍진영 졸예 ㄹㅇ,긍정,0
15406,멋있다,긍정,0
15407,나 이제 편안해,긍정,0
15408,반 일 종족 주의는 식량 수탈 안 했다는것만 읽고 걸렀음,욕설,2
15409,오빠 목소리 제가 좋아해요 노래 불러주셔서 감사 드려요 흑 흑,긍정,0
15410,밈 피디님께서 격리 기간 동안 숏 박스 몇번씩 돌려 보셨다고 언급 한 거 보셨나요 이번 편도 재밌어요 ,긍정,0
15411,결혼식에 꼭 와주었으면 했던 친구가 우리의 결혼은 못마땅하게 여겨서 오지 않아서 상처 받았어,부정,1
15412,요즘 빨리 변해가는 시대에 적응하기가 여간 힘든 게 아니야,부정,1
15413,내가 이 문제만큼은 전교에서 제일 쉽게 풀 수 있다고 자부 한다,긍정,0
15414,텍혐  좆팔 글만 읽어도 장애 있는 냄져 같 놐 ,욕설,2
15415,노래와 영상이 이렇게 딱 들어맞네요 좋아요 이 둘이 실제 커플이 되길 바라는 사람이 저 만인 거는 아니죠 ,긍정,0
15416,아래도 보여줘,욕설,2
15417,이래 가지고 내 집을 살 수나 있을지 모르겠어 불안해,부정,1
15418,언니는 역시 트로트 근데 넘 예쁜 거 아 녜요 걸그룹 해도 되겠당,긍정,0
15419,좋아요 ,긍정,0
15420,홍진영은 트로트 가 순 데 아이돌급으로 예쁘다 진심 완벽해,긍정,0
15421,상가가 내 말을 듣지도 않고 나한테 소리를 질러서 짜증 나,부정,1
15422,그러니까 어쩌라고 평등에 입각한 법을 만들든 가 말은 누가 못 해 여성가족부 해체 대학 장학금 남녀 똑같이 국방의 의무 말만 쳐 씨부리지말고 행동 해라 아니면  입만 나불대는 쓰래 기다,욕설,2
15423,시바 나도 엊그제 갔다가 보고왔는데 먼저 올린 켤,욕설,2
15424,그 일상의 조짐이 겨우 6 안 웃어주기 9 는 아닐거노,욕설,2
15425,근데 브라 해본 적도 없는 한남들이 왜 더 거품 물고 난리 임  관심 없다면서 기사마다 댓글 비율 20 30 40 대 한국 남성 임  브라 해본 적도 없는 수컷들 주제에,욕설,2
15426,딸이 학원을 다니는데 성적이 그대로라 걱정 돼,부정,1
15427,도를 넘는 농담을 하는 친구를 어떻게 하면 좋을까,부정,1
15428,우리 팀 장님은 남자와 여자의 할 일이 따로 있다고 생각 해서 내가 하고 싶은 일을 할 수가 없어 답답해,부정,1
15429,나이가 아흔이 되니까 누워만 있게 돼 사는 재미가 없어,부정,1
15430,내가 못 나서 아내와 자식들에게 일찍부터 고생을 많이 시킨 게 아직도 마음에 걸리네,부정,1
15431,빡 대가리들에게 방법을 가르쳐주시면 ,욕설,2
15432,무엇을 보고 들어도 부정적으로 생각 하게 돼,부정,1
15433,몇 년 전 병원에서 정밀 검사를 해보라고 했는데 안 했더니 유방암이라네 그때 검사 할 걸 후회가 돼,부정,1
15434,아이유 내 취 항언 제는 3 단 고음 했는대 사랑 해요 아이유 최고,긍정,0
15435,나보다 성적 좋은 친구 교과서에 실수인 척 물을 쏟았어,부정,1
15436,이번 추석에도 시댁에 가면 나만 일 하게 될 것 같아서 생각만 해도 스트레스가 쌓여,부정,1
15437,이런 기레기들이 한국을 망치고 에이즈를 창궐하게 만드는 동성애라는 허울 좋은 말로 인간의 존엄을 파괴 한다,욕설,2
15438,요새 매일 운동을 해서 건강한 편이야 운동을 하니 몸도 가볍고 기분도 좋네,긍정,0
15439,기술 직 폄하 자체가 병신아 차라리 공장 간다고 하지 빙 신아,욕설,2
15440, 부모 욕 먹으니 바로 꿈틀 대 쥬 거지 논 하는데 자칭 미래가 없는 너가 사는 집은 꽤 잘 사나 봐 얼마나 잘 사는지 인증  못 하면 지옥에 있는 자식새끼들 가정교육 잘 못 시킨 뒤진 니 증조 할아버지부터 시작 해서 싸 그리 모가지 잘라 버린다  서비스로 애 미는 변기 통에 머리 쳐 넣고 밟아서 목 꺾어 죽여 드림,욕설,2
15441, 난 또 다른 지역에서 전 문 시위꾼 들이 왔다는 논지인줄 알았는데 이건 뭔 ,욕설,2
15442,부모님이 힘드실까봐 내가 저녁에 설거지를 했어,부정,1
15443,건강검진을 했는데 신체 나이가 현재 나의 나이보다 많이 나와서 슬픈 마음이 들어,부정,1
15444,대단한 여성분 임,긍정,0
15445,노래조 따,긍정,0
15446,흔적 기관 이노 후팔,욕설,2
15447,이게 가능한가요… 감동적 이예요 아기 고양이가 잘 자랐으면 좋겠네요 ,긍정,0
15448,겁나 노래짱 임,긍정,0
15449,건강이 나빠지는 건 한순간인 것 같아,부정,1
15450,집에 쳐 박혀있는 애 미 년이 그 지랄이던 데,욕설,2
15451,내가 만약 죽게 된다면 내 재산을 가져갈 남편이 역겨워,부정,1
15452,노래 좋아요 힘내세요,긍정,0
15453,어제 친척언니가 나를 방에 가두고 게임을 해서 무서웠어,부정,1
15454,문 재앙 때문에 나라 꼴 미쳐 돌아가네요 탄핵만이 정답 일듯,욕설,2
15455,나만 또 자격증에 떨어져서 불안해 다 들 땄다는데,부정,1
15456,부자 할머니 쫌 멋 멋있다 오래오래 건강하게 사셨으면 좋겠습니다,긍정,0
15457,하하 이름만 들어도 토나오노 구 웨에에 엑,욕설,2
15458,이 동네에는 나와 말이 통 하는 사람이 많아,긍정,0
15459,남의 일에는 신경안 써 하고 쿨한 척 하던 인간들 강남한테 는 악플 쓰고 있음  뭐 같은 놈들,욕설,2
15460,노래 좋아요 ,긍정,0
15461,매일 듣고 있어요  세상 좋아요 진짜,긍정,0
15462,기술 직 천시가 조선을 패망으로 이끌었는데 그 놈의 또 라이 같은 사상이 아직도 남았어 시발이 조선이란 나라는 DNA 레벨에서 영원히 안될거다,욕설,2
15463,참 별 지랄 같은 걸로,욕설,2
15464,이 젠 당당해졌어 씨발 빨리 이민 가야지,욕설,2
15465,좋다,긍정,0
15466,홍진영분은 뭔가 현대적이고 발전한 트로트인 것 같아요,긍정,0
15467,역시 기 대릉 ㅈ 져 버리지 않으시는 트로트 여신 갓 진영 언 닝,긍정,0
15468,거울에 비친 내 모습이 뚱뚱하고 뱃살이 많아,부정,1
15469,방송 보고 나이 어린데 배울 점 많다 했는데 실제로 촬영장 근처 편의점에서 보고 깜놀 4 가지 완전 없 방송 하고 달라서 개 놀람,욕설,2
15470,이 거 원 글이 의 게이가 ㅇㅂ에다 썼다가 각종 커뮤 돌고 돌지 않았냐,욕설,2
15471,귀 깨물고 냥냥 펀치 맞는거 웃김 ,긍정,0
15472,생리 주기가 점점 빨라지고 양도 많아지고 있어 이러다가 곧 폐경이 온다고 들었는데 불안하네,부정,1
15473,솔직히 마약 하는것보다 성폭행이 더 쪽팔린 죄다 빵안에서도 강간범들은 인간취급 안 한다하더라,욕설,2
15474, 노가다쟁이,욕설,2
15475,나 오늘 교통사고를 당해서 슬퍼,부정,1
15476,아이들이 큰 사고 없이 건강하게 잘 자라준 것만 해도 감사하고 기뻐,긍정,0
15477,엄마가 동생이랑 싸웠다고 나 보고 동생 하라는 데 이게 말이 되냐고,부정,1
15478,칭찬 한다 이쁜아이야 허 팝은 그래서 좋아 누가 이아이를 욕 하겠어,긍정,0
15479,이번 신곡이랑 뮤비 자체가 미쳤다 옷은 왤케 이쁘게 잘 입고  뭐 이렇게 이쁜건데  춤 추는거 보니깐 행복하다 ,긍정,0
15480,나는 수많은 노인 중 한 명일뿐 아무런 쓸모가 없어,부정,1
15481,자료 조사랑 문서 작성은 내가 잘 했는데 발표만 잘한 친구가 더 좋은 성적을 얻어서 화가 나,부정,1
15482,가족들이 항암 치료 비를 부담스러워하는 것 같아서 스스로 그만뒀어,부정,1
15483,돈 때문에 혼란 스러워,부정,1
15484,의사가 이제 다 나았다고 병원 안 나와도 된대,긍정,0
15485,잘 봤습니다 감사합니다,긍정,0
15486,오랜 만에 들으니 좋 네 여,긍정,0
15487,친구들과 반이 나눠져서 나만 다른 반이 되어서 속상해,부정,1
15488,와 30 대 40 대 여성 비율 실화냐 제대로 된 연애 못 해보고 이런 판타지나 보는 늙다리 여자들 ㅈㄴ 불쌍하다 ,욕설,2
15489,아직 예순밖에 안되었는데 벌써부터 다리 힘이 안 들어가고 또래들보다 약한 것 같아 당황 스러워,부정,1
15490,그런 할아버지를 저런 미 청년이 인기 없을 리가,욕설,2
15491,손 주은 센세가 떠오르노  강의 시간에 너 공부 안 하면 창녀보다 못한 삶을 살게 될거라는 희 대의 발언 창녀는 화대라도 받는다고 공부도 못하고 못 생긴 얼굴 이면 돈 주고 결혼 해야 한다고,욕설,2
15492,착하네 가식이든 아니단 착하다,긍정,0
15493,담배를 끊어야 하는데 끊기가 어려워,부정,1
15494,내가 내 친구보다 못 생겨서 우울하고 속상해,부정,1
15495,저 의원은  기회 주의자 종자다 슬슬 공론화 될 것 같으니까 이 기회에 인지도 높히겠다고 지랄 하는 것 뿐이다,욕설,2
15496,구찌 전시회에서 신난 선수들 모습 좋아요 라커룸 내용 다 좋네요  우리 티원 V 10 가자,긍정,0
15497,이런 남편 감지덕지 하니 의부증에 이혼 이혼 밥 먹듯 이 말하다 이혼 당하면 못 살꺼 같은데 그 성 깔 누가 맞출까 요 성 깔 죽이고 사세요,욕설,2
15498,주인 한심하게 쳐다보는거 같을 때 개 귀엽다 저 거 코코 고양이 이름 뭐에요,긍정,0
15499,좋은 일 하셨네요 최고에요 저도 좋은 일 하면서 살고싶네요,긍정,0
15500,내 자산이 모두 병원 비에 쓰이고 있어,부정,1
15501,편 돌이 노가다 폰 팔이 3 대 저 장소 ,욕설,2
15502,성소수자로 뭉뚱그리지 마라 냄져 게이 젠 신병 자만 팬 다,욕설,2
15503,오늘 만 보나 걸었어,긍정,0
15504,아 왜 말 한마디에 큰 파장을 일으킬수 있는 저런 유명한 놈들이 왜 그러냐 저런 얘기 하면 호응 얻어서 영화 대박 칠거 같았나 여론 돌아가는 꼴을 좀 알아야지 저딴 생각 없는 발언을 왜 하냐 도대체 닥치고 있으면 중간이라도 간다지,욕설,2
15505,아들에게 간 이식을 할 수 있다는 검사 결과를 받았어 아들을 살릴 수 있 음에 기뻐,긍정,0
15506,앞머리 뱅 귀엽다  다시 셀프 컷 부탁 해요 ,긍정,0
15507,권리만 있지 과연 책임까지 지려 할까 요 관혼상제는 예법보다 지방이나 집안 역사에 맞추어 살도록 놔주세요 집안 대 소사도 국가가 관리 해야 됩니까,욕설,2
15508,난 27 여자인데 3억 도 힘들게 모았는데 대단하시다,긍정,0
15509,젊었을 때와 지금과는 감정 조절 능력의 차이가 있다네,부정,1
15510,듣고 울었어요 좋은 노래 감사합니다 ㅍ,긍정,0
15511,정년 퇴직하고 만 성 질환으로 고생하고 있어,긍정,0
15512,매번 알려줘도 같은 것을 몇 번이고 되 묻는 신입 사원이 성가셔,부정,1
15513,난 이제 살만큼 살았는데 왜 아직도 멀쩡한지 모르겠어,부정,1
15514,학교 가기 싫다,부정,1
15515,세상 이참 좋고 존경 받는 사람들은 뒤에 있어 보이질 않는구나,긍정,0
15516,친구는 자기가 필요할 때만 나를 찾아서 화가 나,부정,1
15517,개돼지들 미개하노 윾엒,욕설,2
15518,물이 와이라 노 슨상님계 실적엔 이런 일이 없었당께 아따 이상하지 않는 겨,욕설,2
15519,기분이 좋아,긍정,0
15520,말장난 그만하시죠 차별금지법을 통과 시키려는 저 의가 무엇인지 ㅡ 진정 성소수자를 위 하는 방법은 그들이 치료받고 탈 동성애하 도록 도와주는 것 입니다 그들을 위 한 답시고 이용 하지 마십시오,욕설,2
15521,이 거 볼까 하다 넘 길어서 고민중에 이 영상 보는거로 만족함 될거 같아요 근데 제발 부모나 친척 빚을 자식이 갚아 야한다는 말도 안되는 일은 없어 야한다고 봄 근데 전 좋음 좋고 싫음 싫지 솔직히 이렇게 질척 대는 사랑 별로네요 사랑 하는 사람한테 왜 솔직하지못 한 것 일까  근데 최우식의 연기는 자연스럽고 좋네요 매력 적이구요 전 김 다미보다 여기서엔 제이가 훨씬 매력적 캐릭터 같네요 일러스트레이션 보는 재미도 음악도 드라마는 넘 좋네요 영상 이렇게 요약 해서 올려주시니 넘 감사 드립니다,긍정,0
15522,나 어떡하지 내가 그저께 학원 다니기 싫다고 했더니 엄마가 그럼 가지 말라고 하셔서 당황 스러워,부정,1
15523,워킹맘인데 집안일을 소홀하게 해서 죄책감이 드니까 건강이 좀 걱정 돼,부정,1
15524,현관 비밀번호가 바뀌었나 봐 이게 무슨 일이지,부정,1
15525,전부 성을 바꿨다는 거네 제 정신 아니다,욕설,2
15526,존나 ㄴ 잼이네 왜 들어온거냐 ㄹㅇ 지 들도 역겨운지 댓글에 저 xx에요 안 하네 아 ,욕설,2
15527,양악수술이나 하고나와 토나오니까,욕설,2
15528,요즘 남자들 불쌍해 돈 있어도 애첩 질도 제 대루 못 하구,욕설,2
15529,내가 잘못 하지 않았는데 맞은 것에 대해 어떻게 설명 해야 할지 모르겠어,부정,1
15530,오늘 대학생들이 웃고 떠들면서 지나가는 걸 봤어 나도 그런 때가 있었는데 싶어 부럽더라,부정,1
15531,와 지환 이형 이 영상 10초 건너 뛰기만 하다가 끝났어 ㅈ 니 짜 존나 재미없어 ,욕설,2
15532,그러게 하기 싫음 구 만두고 이게 힘들다고 기자는 기사를 사실대로 써라 일 하기 싫다고 맘대로 하고 김천에서 했던 입에도 담기 힘든 욕지거리 비아냥 시설 파괴와 직원 폭행 그러고 현재도 여전하고 민노는 아니다,욕설,2
15533,짜증이 나서 견딜 수가 없네 사람들이 왜 그런지 몰라,부정,1
15534, 어이가 없어서 웃긴게 포인트 넼 ,긍정,0
15535,와 벌써 1년 전 나온지 별로 안된것 같은데 ,긍정,0
15536,내가 따돌림을 당하는 것에 대해 말로만 위로 하는 사람들이 미워,부정,1
15537,오늘 건강검진 결과가 나왔는데 걱정 했던 것과 달리 큰 병이 없어서 다행이야 기쁘고 감사해,긍정,0
15538,전라도 홍어 년놈들이 주는 거 사주는 거 사양하고 안 먹는 게 가장 안전하다,욕설,2
15539,좋네요 감사히 잘 보고 갑니다 ,긍정,0
15540,감사합니다  귀 호강 제대로 하고 갑니다,긍정,0
15541,대인관계에 만족해,긍정,0
15542,병역기피네 시발  우리나라도 전쟁 나면 저런 새끼들 존나 많을듯 난민이랑께요 징징 ,욕설,2
15543,거의 이 정도면 싸이코패스네 ,욕설,2
15544,내용은 그럴 싸한데 저런 환경이 만들어질 확률 10 퍼도 안될 거 같은데  순딩순딩한 여 고딩들 치마 밑에 들춰 보는 것도 성공 확률 그렇게 안 높은데,욕설,2
15545,머 가리 좆물차뿟노 별 해괴한 스까를 다 보겠노,욕설,2
15546,마트까지 털어 버리는 그는 만수르 아니 허 수르 ,긍정,0
15547,고양이 귀엽다,긍정,0
15548,빤 쓰 라인이 싸롸있네,욕설,2
15549,어제 결혼기념일 이었는데 회사 일로 집에 늦게 들어갔어 파티 하지 못 해서 실망 스러워,부정,1
15550,241 서언이 서준이 한 테는 왜 전화하는거야 ,긍정,0
15551,코랑 이 넘 귀엽다 호랑이중 저런 귀여운 호랑이는 코랑 이,긍정,0
15552,밸런스 조절을 위해서 불호  청국장 냄새에 밥상 앞에 앉기 도전에 입맛 뚝 떨어짐 굴 냄새 역 해서 입에 넣을 생각도 없음 아까운 달걀  후 라이를 하지  참치 한 캔 뜯어야겠네,욕설,2
15553,우리 아이가 나와는 통 이야기를 하려고 하지 않아,부정,1
15554,남자친구의 어머니가 찾아오셔서 아들과 헤어져 달라고 부탁 하셨어 이런 일 처음이라 당황 스러워,부정,1
15555,세상 다 의미 없고 너무나 비통한 심정이야 이 일을 어떻게 해야 할까,부정,1
15556,남자친구한테 다른 여자가 생겨서 헤어지게 됐어 창피해서 어디 말 할 수도 없네,부정,1
15557,오유에서 저랬으면 내일 언론에서 하루 종일 다뤘을건데 저 것도 저 거대로 뭍 히 겠죠,욕설,2
15558,멋있네요 ,긍정,0
15559,나도 편 돌이 짓 정산 할 때 디스 세 갑이 차이나서 엥 하다가 cctv 돌리면서 포스 기 확인 존나 했는데 막상 내 잘못은 아니고 전 타임이 뭔가 잘 못 했던듯 점 장도 확인하고 니 잘못은 아니다라고 했는데 하물며 200 갑을 실수 거의 20 보루인데 뭔 잘못을 쳐 한 거냐 말 돌리지 마라,욕설,2
15560,밥 먹을래 나랑 같이 죽을래 이후 최고의 벨 겜 지나갈까 여기있을까  미쳤다,긍정,0
15561,근데 장범준 노래를 아이들 유아들이 참 좋아함 특히 흔 꽂 샴푸 따라 부르면서 좋아하더 랔 ,긍정,0
15562,여자가 남자를 잘 후려쳤네 평범한 직장인이 자기보다 수입 최소 몇 배는 많은 남자 만나서 직 장관 두고 집에서 편하게 있는다니 여자 란 성별은 존나 의존적이고 남자에 기생 하는 성별이구나,욕설,2
15563,김 씨와 같이 면접을 봤는데 나는 고혈압으로 떨어지고 김 씨는 붙었어,부정,1
15564,걔네들이 나를 괴롭혔는데 선생님은 그 애들을 착하다고 칭찬 해 억울해,부정,1
15565,학래 가 강간 했나 아니면 둘이 좋아서 붙어서 하다 보니 임신 했다 문제는 둘이 교미 하면 임신 한다는 것을 알았을텐데 하옇튼 떡 칠 때는 기분 좋았겠지,욕설,2
15566,아이들이 하나 둘 집을 떠나고 나니 아내와 둘이서 생활 하게 됐어 홀가분하고 이제 내가 하고 싶은 거 하며 신나게 살 수 있겠어,긍정,0
15567,야동을 150만원 이나 주고 쳐 보는 새끼가 있긴 함 태어나서 야동에 1원 도 결제 안 해본것 같은데,욕설,2
15568,잘 봤어요 정 주행 했어요 감사해요,긍정,0
15569,이 물건은 교도소 처 넣는게 답이다,욕설,2
15570,와 내가 기부천 사여도 저 정도는 못 할거 같은데 착하시네요 역시 허 팝님,긍정,0
15571,음식 냄새만 나면 자꾸 구역질이 나려고 해 갑자기 왜 이러지,부정,1
15572,와 부동액 국밥 말아줄게 ,욕설,2
15573,무식한 의사 놈이 태국 의료 체계를 좆 나게 무시 하네 전염병 방역 체계 순위 전세계 6 위 국가가 태국이다 대한민국은 9 위로 태국보다 아래 순 위임,욕설,2
15574,세계는 정의롭지 않다 위선만 판치노라 곧 체념하겠지,욕설,2
15575,멋있다,긍정,0
15576,아 계속 웃었네 ,긍정,0
15577,친구가 알코올 중독이라는데도 술을 끊을 의지가 없어 보여서 속상해,부정,1
15578,오늘만 잘 하면 프로젝트를 끝낼 줄 알았는데 오류가 발생 했어 고치려면 시간이 얼마나 걸릴지 모르겠어,부정,1
15579,신곡 좋아요 믿고 듣는 장범준 진짜,긍정,0
15580,구취 공격 자존심 대결 귀엽다 ,긍정,0
15581,성 태형 착하다이래서 형이 좋다니까,긍정,0
15582,돈이 무진장 쳐 많아도 다 결국 뒤지는구나,욕설,2
15583,그동안 짝사랑 하던 그녀도 나를 좋아하는 것 같아서 기뻐,긍정,0
15584,역시나  죽어랏,욕설,2
15585,예전에 그런 적은 있더라 같은 통신사 기 기 변경으로 어디 tv 홈 쇼핑몰 방송 했던 제품 tv 홈쇼핑 끝나면 자사 홈쇼핑 인터넷에서도 팔든 데 당연히 기 기 변경으로 구입하고 폰은 반납 안 하는 조건까지 알고 사용 하다가 폰 액정이 깨져서 급한대로 이전 폰에다 유심 꽂으니깐 폰 안되더라 ㅂ 이 거 살릴려면 통신사에 문의 해서 살려야 된다나 그것도 만 얼마인가 2만원 얼마 내야 된다던가 존나 특이한 경우더라 자세한 내용은 안 물어봤는데 내 폰 이전 단말기 기변 등록 해서 얘네 들이 보조금 같은거 몇 만원 빼먹고 제한 건가 싶기도 하고 개 같은 경우 보통 기변 하면 이 전 폰은 공 폰으로 되어야 되는데 등록을 하고 사용하라는 메세지만 뜨고 ,욕설,2
15586,꾸준한 운동으로 체력이 많이 좋아진 것 같아서 기뻐,긍정,0
15587,늙은 죄,욕설,2
15588, 무엇 사람 목 소린가 눈으로 보고 귀로 듣고있는데도 믿기지가 않음 목소리가 넘 좋은 거 아닌가요  듣기 좋 네 여  좋아 요랑 구독하 고갈께 융  다시 한번 말하지만 목소리개 꿀,긍정,0
15589,대출 연장이 되서 다행이야,긍정,0
15590,이렇게 혼자 누워만 있으니 우울해,부정,1
15591,왜 여기다 지랄 임 방 구석 여포 임,욕설,2
15592,다음 가봐라 거기는 종교 더라 ㅂ 바로 탈퇴 했다 카카오도 곧 탈퇴 할거다,욕설,2
15593,걍 해본말인데 또 발기 하노 ,욕설,2
15594,좋습니다 역시 승윤님 최고,긍정,0
15595,아이유만의 미학이 있고 매력적이에요 그녀가 어떤 기록을 가지고 있든 없든 그것은 중요하지 않습니다 그녀는 기내에서 인기가 있든 없든 나에게 최고의 보컬로 남아있을 것 입니다,긍정,0
15596,다친 곳이 회복이 덜 되었다고 며칠 더 입 원하라는데 병원 비 걱정에 오늘 일찍 퇴원 했어,부정,1
15597,건강 챙기는 것도 참 성가신 일이야,부정,1
15598,황재 노조는 없어져야 함,욕설,2
15599,쓰레기 새끼들이다 진짜,욕설,2
15600,걸뽀님은 사랑 입니다,긍정,0
15601,입원 했을 때 남편이 나의 곁에서 항상 나를 지켜 줬었어 난 항상 그 상황이 만족스러웠어,긍정,0
15602,우리 아빠는 나한테 제대로 된 선물 한 번 준 적 없으셔,부정,1
15603,홍진영 팬 좋아요 홍진영씨 넘 이뻐요 ,긍정,0
15604,그만 나대 ㅈ 랄도 ㅈ 풍년이다,욕설,2
15605,아이유 참 못 됐다 ㅉㅉ 설리 죽음을 이용 해서 뜨려고 하고있구나,욕설,2
15606,속눈썹 못 잃어 좆 같노,욕설,2
15607,엄마는 학원에 다니고 싶은 내 말을 무시하고 학원에 보내주지 않아서 상처를 받았어,부정,1
15608,요즘 아들이 종종 나를 다른 집 아빠랑 비교 하는 게 불편해,부정,1
15609,와 아이유님 팬이에요 노래 잘 부르셔요,긍정,0
15610,무슨 대통령이 영어 한마디 할줄 모르노 비즈니스 고급 회화 당연히 알아야하는거 아니노 대통령이 대학 1 학년 생보다 못 하노 해커스토익 학원이라도 가서 좀 쳐 배워라,욕설,2
15611,아 보다가 답답해서 뒤질 뻔 했네,욕설,2
15612,다행이에요  좋은 일 하신거니까 그만큼의 복도 올꺼라고 믿습니다 애기 살려주셔서 감사해요,긍정,0
15613,내 생일에 가족 모두가 축하 해줬어,긍정,0
15614,엌  대박 진영이 언니  요즘 트로트도 뮤비 찍는구나 ,긍정,0
15615,개 착해요,긍정,0
